1	1450
2	2490
3	3250
4	3710
5	3980
6	4190
7	4280
8	4060
9	3480
10	2820
11	2500
12	2730
13	3060
14	3050
15	2440
16	1880
17	1620
18	1480
19	1420
20	1350
21	1320
22	1300
23	1360
24	1930
25	2740
26	3190
27	3330
28	3520
29	3700
30	3870
31	4100
32	4370
33	4760
34	5550
35	6360
36	6840
37	7050
38	7010
39	6580
40	5910
41	5220
42	4830
43	4670
44	4600
45	4390
46	3310
47	2950
48	3510
49	4390
50	5210
51	5790
52	6070
53	6200
54	6240
55	6130
56	5970
57	5840
58	5630
59	5070
60	3670
61	2620
62	2360
63	2150
64	2010
65	1900
66	1800
67	1710
68	1610
69	1540
70	1480
71	1490
72	1550
73	1720
74	1800
75	1930
76	2340
77	2660
78	3180
79	3620
80	3840
81	3930
82	3980
83	4090
84	4200
85	4460
86	4570
87	4660
88	4580
89	5340
90	5920
91	6520
92	7040
93	7230
94	7070
95	7110
96	7140
97	6730
98	5900
99	5080
100	4160
101	3370
102	3170
103	3220
104	4430
105	4790
106	4850
107	4370
108	3660
109	3040
110	2590
111	2250
112	1930
113	1690
114	1500
115	1360
116	1260
117	1180
118	1080
119	1000
120	933
121	862
122	819
123	840
124	1050
125	1410
126	1600
127	1650
128	1930
129	2380
130	2290
131	1970
132	2700
133	3270
134	3520
135	3730
136	3960
137	4160
138	4340
139	3820
140	2280
141	1890
142	1920
143	2080
144	2110
145	2130
146	2300
147	2380
148	2930
149	3670
150	4110
151	4350
152	3890
153	2490
154	2050
155	2330
156	2390
157	2160
158	1760
159	1370
160	1120
161	970
162	874
163	773
164	724
165	676
166	629
167	609
168	1490
169	2930
170	3260
171	2810
172	2210
173	1660
174	1150
175	1060
176	1180
177	1010
178	919
179	821
180	861
181	851
182	862
183	859
184	681
185	572
186	514
187	486
188	550
189	722
190	836
191	828
192	709
193	600
194	539
195	484
196	420
197	371
198	339
199	316
200	300
201	299
202	484
203	497
204	686
205	726
206	762
207	738
208	912
209	2040
210	2580
211	2640
212	1910
213	1600
214	2360
215	2850
216	2880
217	4370
218	7350
219	8240
220	9100
221	9660
222	10000
223	10100
224	10000
225	9800
226	8040
227	5960
228	4670
229	4200
230	3700
231	3210
232	2770
233	2450
234	2590
235	2380
236	1950
237	1910
238	1920
239	1820
240	1590
241	1530
242	1500
243	1310
244	1130
245	1200
246	978
247	1120
248	2290
249	3050
250	3840
251	4480
252	4930
253	5160
254	5220
255	5200
256	5180
257	5170
258	5280
259	5370
260	3490
261	1850
262	1570
263	1540
264	1330
265	1200
266	1260
267	1470
268	1500
269	1300
270	1150
271	1040
272	952
273	940
274	944
275	903
276	811
277	737
278	687
279	640
280	610
281	584
282	567
283	542
284	524
285	515
286	499
287	477
288	459
289	493
290	615
291	701
292	915
293	980
294	1110
295	1190
296	1100
297	988
298	867
299	768
300	704
301	667
302	637
303	617
304	594
305	577
306	570
307	567
308	560
309	554
310	551
311	538
312	532
313	535
314	533
315	518
316	514
317	510
318	509
319	518
320	525
321	521
322	603
323	705
324	994
325	1350
326	1610
327	1790
328	1690
329	1490
330	1310
331	1130
332	1040
333	975
334	918
335	1150
336	1440
337	2470
338	2820
339	2730
340	2220
341	1770
342	1650
343	1830
344	2690
345	3260
346	3580
347	3420
348	2460
349	2040
350	1810
351	1750
352	1910
353	2100
354	2110
355	2090
356	2110
357	2240
358	2240
359	2130
360	1970
361	1810
362	1960
363	2270
364	2920
365	3580
366	3850
367	3620
368	2960
369	2420
370	2250
371	2590
372	3010
373	3130
374	3350
375	3680
376	4300
377	4870
378	5650
379	6410
380	7150
381	8220
382	9560
383	11000
384	12300
385	13100
386	13100
387	12900
388	12800
389	12200
390	11400
391	10600
392	10100
393	9980
394	9990
395	10300
396	10400
397	10300
398	9850
399	9090
400	7470
401	6420
402	6090
403	6300
404	6950
405	7590
406	8090
407	8440
408	8520
409	8330
410	7710
411	5890
412	4370
413	4550
414	5560
415	6640
416	7820
417	8570
418	9250
419	9350
420	8810
421	7430
422	6670
423	6050
424	5810
425	5430
426	4780
427	4210
428	4050
429	3780
430	3320
431	2930
432	2710
433	2590
434	2500
435	2440
436	2400
437	2680
438	3030
439	4250
440	5040
441	5950
442	7310
443	9690
444	11600
445	13300
446	15900
447	19600
448	22200
449	22000
450	20200
451	18100
452	16900
453	15000
454	13300
455	10300
456	8160
457	6400
458	5790
459	5360
460	5340
461	5350
462	4500
463	3500
464	2900
465	2500
466	2380
467	2350
468	2400
469	2400
470	2710
471	3390
472	4070
473	4370
474	4110
475	3270
476	2720
477	2290
478	2010
479	1820
480	1680
481	1580
482	1510
483	1440
484	1420
485	1420
486	1460
487	1600
488	1640
489	1640
490	1580
491	1560
492	1530
493	1430
494	1290
495	1150
496	1050
497	1000
498	957
499	901
500	865
501	892
502	1100
503	1390
504	1610
505	1980
506	2440
507	2760
508	2410
509	1770
510	1330
511	1050
