51.59	1.81	13.86	12.05	6.4	11.08	2.78	0.07	31.357	-41.092
51.35	1.9	13.74	12.16	6.36	11.15	2.82	0.07	31.357	-41.092
51.33	1.88	13.98	12.28	6.38	11.13	2.8	0.07	31.357	-41.092
51.69	1.83	13.91	12.16	6.49	11.08	2.8	0.08	31.357	-41.092
51.05	1.86	13.86	12.14	6.16	11.08	2.78	0.08	31.357	-41.092
50.18	1.55	15.2	10.57	7.78	11.46	2.58	0.08	31.487	-40.99
50.3	1.59	15.29	10.66	7.84	11.43	2.54	0.09	31.487	-40.99
50.33	1.56	15.45	10.31	7.73	11.47	2.57	0.08	31.487	-40.99
49.26	1.15	16.52	9.8	8.59	11.57	2.59	0.06	31.554	-40.89
49.07	1.17	16.71	9.91	8.52	11.56	2.58	0.04	31.554	-40.89
49.74	1.14	16.53	9.55	8.56	11.44	2.49	0.05	31.554	-40.89
49.17	1.19	16.49	9.8	8.62	11.45	2.58	0.05	31.554	-40.89
49.28	1.18	16.69	9.89	8.58	11.58	2.56	0.06	31.554	-40.89
49.67	1.17	16.64	9.55	8.49	11.47	2.59	0.05	31.554	-40.89
50.12	1.38	15.25	10.32	8.38	11.39	2.49	0.08	31.762	-40.605
48.94	1.24	16.4	10.19	8.4	11.64	2.53	0.04	31.762	-40.605
50.25	1.44	15.27	10.76	7.86	11.5	2.6	0.07	31.885	-40.589
50.5	1.42	15.14	10.42	7.82	11.27	2.6	0.07	31.885	-40.589
50.68	1.42	15.31	10.61	7.84	11.5	2.51	0.07	31.885	-40.589
50.76	1.18	15.3	9.31	8.15	12.26	2.41	0.06	31.896	-40.459
51.06	1.19	15.51	9.56	8.04	12.54	2.4	0.05	31.896	-40.459
49.24	1.3	16.44	10.18	8.45	11.62	2.52	0.04	32.04	-40.382
49.14	1.26	16.54	10.22	8.42	11.6	2.47	0.05	32.04	-40.382
49.57	1.2	16.43	9.76	8.27	11.51	2.45	0.05	32.04	-40.382
48.99	1.24	16.24	9.95	8.45	11.58	2.47	0.05	32.04	-40.382
50.05	1.42	15.64	10.52	7.8	11.52	2.46	0.07	32.151	-40.327
51.22	1.29	14.61	10.25	7.38	12.31	2.61	0.06	33.2	-39.19
51.07	1.32	14.6	10.57	7.41	12.43	2.69	0.07	33.2	-39.19
50.19	1.29	14.54	10.3	7.41	12.5	2.58	0.06	33.2	-39.19
50.52	1.09	16.27	9.18	8.38	12.14	2.21	0.13	33.2	-39.19
50.19	1.29	14.54	10.3	7.41	12.5	2.58	0.06	33.2	-39.19
50.75	1.33	14.53	10.38	7.33	12.54	2.62	0.06	33.2	-39.19
50.06	0.9	15.94	8.9	9.61	12.63	1.94	0.1	33.8	-37.76
49.6	0.9	15.72	8.98	9.61	12.67	1.97	0.09	33.8	-37.76
50.46	1.07	16.15	9.2	8.47	12.1	2.19	0.13	33.8	-37.76
50.04	1.09	16.04	9.25	8.49	12.14	2.18	0.13	33.8	-37.76
50.21	1.11	16.12	9.52	8.48	12.18	2.19	0.14	33.8	-37.76
50.02	0.9	15.82	8.97	9.57	12.64	1.92	0.09	33.8	-37.76
50.57	1.12	16.23	9.19	8.46	12.12	2.16	0.14	33.8	-37.76
49.71	0.92	15.66	8.78	9.28	12.67	2	0.08	33.8	-37.76
50.45	0.92	15.93	9.19	9.44	12.72	1.94	0.08	33.8	-37.76
50.09	0.91	15.54	8.64	9.27	12.71	1.98	0.09	33.8	-37.76
49.92	0.92	15.66	8.7	9.33	12.63	1.96	0.08	33.8	-37.76
51.03	1.08	15.89	9.33	8.26	12.2	2.13	0.15	33.8	-37.76
50.32	1.1	16.17	9.02	8.14	12.19	2.24	0.13	33.8	-37.76
50.22	1.09	15.96	9.2	8.59	12.15	2.15	0.13	33.8	-37.76
50.8	1.08	16.13	9	8.31	12.18	2.2	0.13	33.8	-37.76
50.93	1.11	16.1	8.89	8.21	12.22	2.18	0.13	33.8	-37.76
50.01	1.11	15.93	9.28	8.57	12.11	2.11	0.11	33.8	-37.76
49.71	0.91	15.86	8.77	9.36	12.73	1.94	0.08	33.8	-37.76
50.36	0.93	15.9	8.8	9.4	12.72	1.97	0.09	33.8	-37.76
