1.300000000000000000e+01	1.900000000000000000e+01	1.385087440921896951e+00
3.400000000000000000e+01	2.600000000000000000e+01	-1.823374054305267056e-01
1.000000000000000000e+00	2.100000000000000000e+01	1.321282488965671575e-01
3.100000000000000000e+01	2.000000000000000000e+01	1.286135709776328739e-02
3.700000000000000000e+01	3.100000000000000000e+01	-2.448050409139181094e-01
3.300000000000000000e+01	0.000000000000000000e+00	-1.482385154070393840e+00
1.200000000000000000e+01	2.900000000000000000e+01	3.661352554263936909e-01
8.000000000000000000e+00	1.000000000000000000e+00	6.437910719354180245e+00
3.900000000000000000e+01	3.000000000000000000e+01	-2.286982909916143725e-01
0.000000000000000000e+00	1.100000000000000000e+01	1.066204360567521870e-03
2.500000000000000000e+01	2.100000000000000000e+01	6.876429742849875515e-01
9.000000000000000000e+00	1.400000000000000000e+01	2.030585420383879125e+00
2.600000000000000000e+01	1.900000000000000000e+01	8.275696299651050802e-01
1.700000000000000000e+01	1.900000000000000000e+01	1.643836556845845509e+00
3.600000000000000000e+01	1.500000000000000000e+01	-9.329699718626480731e-01
1.800000000000000000e+01	4.000000000000000000e+01	2.732059832038711278e-01
2.900000000000000000e+01	2.000000000000000000e+01	3.271853380263542999e-01
3.900000000000000000e+01	8.000000000000000000e+00	-2.965111914620676359e+00
3.400000000000000000e+01	0.000000000000000000e+00	-2.707582825866263310e+00
3.000000000000000000e+00	3.400000000000000000e+01	2.409150022960350190e-01
2.300000000000000000e+01	2.000000000000000000e+00	6.089261551522763938e+00
3.600000000000000000e+01	2.000000000000000000e+00	-3.527725394031334893e+00
1.700000000000000000e+01	1.600000000000000000e+01	1.863684456391734079e+00
3.400000000000000000e+01	2.800000000000000000e+01	-2.750061701850594620e-01
3.500000000000000000e+01	1.000000000000000000e+01	-1.367218620393518824e+00
2.500000000000000000e+01	1.100000000000000000e+01	1.807564007149812912e+00
3.900000000000000000e+01	3.500000000000000000e+01	-1.862838384375569145e-01
2.200000000000000000e+01	1.400000000000000000e+01	2.011358444024369696e+00
1.400000000000000000e+01	6.000000000000000000e+00	5.415416316487250192e+00
0.000000000000000000e+00	3.500000000000000000e+01	-7.129076179921392531e-02
1.300000000000000000e+01	3.600000000000000000e+01	2.123711392057604508e-01
2.500000000000000000e+01	1.400000000000000000e+01	1.607175994693479382e+00
8.000000000000000000e+00	1.500000000000000000e+01	1.593140135039739613e+00
5.000000000000000000e+00	1.200000000000000000e+01	1.363212706255732209e+00
4.000000000000000000e+01	3.100000000000000000e+01	-3.857931973682434679e-01
8.000000000000000000e+00	1.800000000000000000e+01	1.137310569396044579e+00
3.300000000000000000e+01	2.200000000000000000e+01	-1.843945362540972410e-01
2.900000000000000000e+01	3.300000000000000000e+01	7.553156743133657147e-02
1.000000000000000000e+01	2.100000000000000000e+01	1.138160672021946374e+00
1.700000000000000000e+01	2.300000000000000000e+01	8.906344136036437042e-01
3.700000000000000000e+01	8.000000000000000000e+00	-2.310499501262329947e+00
3.400000000000000000e+01	3.100000000000000000e+01	-6.271987221026073533e-02
2.400000000000000000e+01	6.000000000000000000e+00	3.729572407806745371e+00
1.300000000000000000e+01	1.100000000000000000e+01	3.222752337394793720e+00
3.000000000000000000e+00	3.500000000000000000e+01	4.702853148037829806e-02
3.600000000000000000e+01	1.300000000000000000e+01	-1.200609572266664982e+00
3.300000000000000000e+01	2.500000000000000000e+01	-1.463203223946067388e-01
2.900000000000000000e+01	3.200000000000000000e+01	1.622363494563964503e-01
3.900000000000000000e+01	9.000000000000000000e+00	-2.746314570371812813e+00
2.000000000000000000e+00	4.000000000000000000e+00	1.276343825249064867e+00
2.400000000000000000e+01	3.000000000000000000e+01	4.278451249218662711e-01
2.200000000000000000e+01	2.500000000000000000e+01	5.452201534641522018e-01
1.000000000000000000e+01	3.100000000000000000e+01	3.680404346780363767e-01
2.500000000000000000e+01	3.300000000000000000e+01	4.351722991839217514e-01
1.700000000000000000e+01	6.000000000000000000e+00	5.331144614432088424e+00
0.000000000000000000e+00	4.000000000000000000e+00	1.177918570089801914e-01
1.000000000000000000e+01	0.000000000000000000e+00	8.296872530672114721e+00
5.000000000000000000e+00	2.100000000000000000e+01	6.325121525707670944e-01
5.000000000000000000e+00	6.000000000000000000e+00	2.668797122055427629e+00
1.900000000000000000e+01	8.000000000000000000e+00	4.324912377508756123e+00
1.000000000000000000e+00	1.700000000000000000e+01	2.283358755250558259e-01
1.100000000000000000e+01	3.900000000000000000e+01	2.026313768942977767e-01
4.000000000000000000e+00	2.100000000000000000e+01	4.722915828699868479e-01
2.500000000000000000e+01	3.200000000000000000e+01	1.432408248094414471e-01
1.000000000000000000e+01	1.700000000000000000e+01	1.689904678716781961e+00
1.500000000000000000e+01	3.400000000000000000e+01	3.004697302974730366e-01
2.000000000000000000e+00	3.500000000000000000e+01	1.026415101232554111e-01
4.000000000000000000e+01	3.400000000000000000e+01	-9.349916684787523691e-02
0.000000000000000000e+00	2.100000000000000000e+01	-1.516596131417815574e-01
2.600000000000000000e+01	1.500000000000000000e+01	9.322532536281183946e-01
2.400000000000000000e+01	2.000000000000000000e+01	8.367699958999235132e-01
7.000000000000000000e+00	1.600000000000000000e+01	1.233681926653746874e+00
9.000000000000000000e+00	2.000000000000000000e+01	9.806673003143029366e-01
1.200000000000000000e+01	2.400000000000000000e+01	9.443651587622587940e-01
2.100000000000000000e+01	2.200000000000000000e+01	1.076469002174404554e+00
3.000000000000000000e+00	1.500000000000000000e+01	6.927970200494104613e-01
2.400000000000000000e+01	3.100000000000000000e+01	3.022249168106350137e-01
2.100000000000000000e+01	4.000000000000000000e+00	6.040193267568862545e+00
2.100000000000000000e+01	3.200000000000000000e+01	3.176720395428778709e-01
3.500000000000000000e+01	1.900000000000000000e+01	-6.844013463873385161e-01
8.000000000000000000e+00	3.400000000000000000e+01	1.846804647609707195e-01
2.500000000000000000e+01	1.700000000000000000e+01	1.109330923452188644e+00
8.000000000000000000e+00	3.800000000000000000e+01	2.410603485605865293e-01
2.800000000000000000e+01	3.900000000000000000e+01	4.905068448054184654e-02
2.800000000000000000e+01	1.600000000000000000e+01	8.041989609543113149e-01
4.000000000000000000e+00	3.600000000000000000e+01	8.322769475740400547e-02
3.200000000000000000e+01	3.600000000000000000e+01	3.970780333006261598e-03
9.000000000000000000e+00	2.300000000000000000e+01	7.395225787199378731e-01
3.300000000000000000e+01	1.000000000000000000e+00	-1.293287065593496044e+00
1.900000000000000000e+01	2.900000000000000000e+01	5.562089471188363943e-01
2.700000000000000000e+01	2.300000000000000000e+01	5.204563431120819983e-01
2.600000000000000000e+01	6.000000000000000000e+00	2.905043835827374910e+00
2.800000000000000000e+01	2.000000000000000000e+00	2.553140210980248792e+00
2.000000000000000000e+00	2.100000000000000000e+01	1.294428901482859162e-01
2.900000000000000000e+01	6.000000000000000000e+00	1.471567354668513961e+00
3.900000000000000000e+01	6.000000000000000000e+00	-3.717362995944173854e+00
2.700000000000000000e+01	9.000000000000000000e+00	1.666227343401342820e+00
1.900000000000000000e+01	2.200000000000000000e+01	1.138701454340903085e+00
2.100000000000000000e+01	2.200000000000000000e+01	1.012419308266287343e+00
3.400000000000000000e+01	1.000000000000000000e+01	-8.053653138788486876e-01
2.300000000000000000e+01	3.200000000000000000e+01	5.088356504514546241e-01
2.200000000000000000e+01	3.700000000000000000e+01	1.788845418499315221e-01
3.100000000000000000e+01	2.900000000000000000e+01	-4.848174675821378260e-02
2.700000000000000000e+01	7.000000000000000000e+00	2.098173642258168492e+00
3.600000000000000000e+01	2.100000000000000000e+01	-5.656023263437658377e-01
3.000000000000000000e+01	1.800000000000000000e+01	3.120700129363098152e-01
1.000000000000000000e+00	2.800000000000000000e+01	5.212037272465218363e-02
3.100000000000000000e+01	1.000000000000000000e+01	1.866847352828366335e-01
1.000000000000000000e+00	8.000000000000000000e+00	3.168235616011014777e-01
2.600000000000000000e+01	2.100000000000000000e+01	7.870355256218718454e-01
4.000000000000000000e+00	1.300000000000000000e+01	9.181373504742420533e-01
2.700000000000000000e+01	2.300000000000000000e+01	2.360533649573436088e-01
3.400000000000000000e+01	3.000000000000000000e+00	-2.029707119876600796e+00
3.600000000000000000e+01	9.000000000000000000e+00	-1.749128098244856266e+00
1.200000000000000000e+01	2.300000000000000000e+01	9.269601209458823154e-01
4.000000000000000000e+00	1.600000000000000000e+01	9.848973169331005639e-01
9.000000000000000000e+00	6.000000000000000000e+00	4.168434769668136752e+00
0.000000000000000000e+00	7.000000000000000000e+00	1.172411807454578903e-01
2.000000000000000000e+01	3.300000000000000000e+01	4.744841369648651330e-01
3.500000000000000000e+01	1.000000000000000000e+01	-1.300759018658947941e+00
3.100000000000000000e+01	8.000000000000000000e+00	1.501813539875667958e-01
3.800000000000000000e+01	2.200000000000000000e+01	-6.637095363141111148e-01
1.200000000000000000e+01	2.100000000000000000e+01	1.103139813428086313e+00
1.100000000000000000e+01	7.000000000000000000e+00	4.577950096129849378e+00
2.200000000000000000e+01	1.200000000000000000e+01	2.530779072118235273e+00
4.000000000000000000e+01	2.000000000000000000e+00	-6.311037227694109575e+00
2.500000000000000000e+01	3.000000000000000000e+01	1.869688867620233896e-01
3.100000000000000000e+01	2.200000000000000000e+01	1.290250661894454809e-01
1.700000000000000000e+01	9.000000000000000000e+00	4.143326380415344623e+00
2.500000000000000000e+01	8.000000000000000000e+00	2.670659567898982623e+00
3.400000000000000000e+01	1.300000000000000000e+01	-6.192368019962515291e-01
2.000000000000000000e+00	3.700000000000000000e+01	4.197993065527221013e-02
3.200000000000000000e+01	2.000000000000000000e+01	-7.078569007385750178e-02
0.000000000000000000e+00	3.500000000000000000e+01	-7.135976005816969947e-02
2.400000000000000000e+01	3.900000000000000000e+01	2.944559995860125401e-01
5.000000000000000000e+00	3.100000000000000000e+01	7.865831950053997490e-02
3.200000000000000000e+01	2.100000000000000000e+01	-1.215041863906816400e-01
2.500000000000000000e+01	3.700000000000000000e+01	2.925862828897076162e-01
2.400000000000000000e+01	2.000000000000000000e+00	5.505024021734671535e+00
1.100000000000000000e+01	7.000000000000000000e+00	4.352311924431640833e+00
2.500000000000000000e+01	2.100000000000000000e+01	7.941736312315130775e-01
1.100000000000000000e+01	7.000000000000000000e+00	4.464605024436051117e+00
1.400000000000000000e+01	1.700000000000000000e+01	1.726203771929556874e+00
2.100000000000000000e+01	4.000000000000000000e+01	2.840695389399718884e-01
1.000000000000000000e+00	2.500000000000000000e+01	6.615911897672840936e-02
1.300000000000000000e+01	4.000000000000000000e+01	3.120896880691463871e-01
4.000000000000000000e+00	7.000000000000000000e+00	1.891311727255073682e+00
2.500000000000000000e+01	3.600000000000000000e+01	1.136487993813027064e-01
3.900000000000000000e+01	2.900000000000000000e+01	-4.094686386941771006e-01
1.300000000000000000e+01	3.700000000000000000e+01	3.502439163536475997e-01
1.000000000000000000e+00	1.900000000000000000e+01	6.839603300592055068e-02
3.200000000000000000e+01	3.000000000000000000e+01	-2.196602558596855992e-01
2.000000000000000000e+01	7.000000000000000000e+00	4.585684799314162063e+00
2.100000000000000000e+01	3.000000000000000000e+00	6.444677477253117459e+00
1.200000000000000000e+01	3.400000000000000000e+01	4.556811469334511866e-01
2.100000000000000000e+01	1.300000000000000000e+01	2.324162041331931494e+00
3.000000000000000000e+00	6.000000000000000000e+00	1.742068280137635261e+00
4.000000000000000000e+01	1.800000000000000000e+01	-1.231200428583003381e+00
1.900000000000000000e+01	2.900000000000000000e+01	3.919429799864664887e-01
1.900000000000000000e+01	2.500000000000000000e+01	8.325051077028096103e-01
5.000000000000000000e+00	8.000000000000000000e+00	2.334620719671836930e+00
8.000000000000000000e+00	2.800000000000000000e+01	3.606791129499751225e-01
2.900000000000000000e+01	7.000000000000000000e+00	1.331250696491979024e+00
7.000000000000000000e+00	3.500000000000000000e+01	3.639999816608964212e-01
1.000000000000000000e+01	2.900000000000000000e+01	5.156161988434110333e-01
1.800000000000000000e+01	2.000000000000000000e+01	1.357228609197715263e+00
3.400000000000000000e+01	1.700000000000000000e+01	-4.120709826876841064e-01
2.100000000000000000e+01	4.000000000000000000e+00	5.944205948623078051e+00
