     0.000	   -17.270
     0.042	   -17.850
     0.083	   -18.420
     0.125	   -18.940
     0.167	   -19.290
     0.208	   -19.540
     0.250	   -19.580
     0.292	   -19.350
     0.333	   -18.520
     0.375	   -17.160
     0.417	   -15.810
     0.458	   -14.030
     0.500	   -13.610
     0.542	   -12.880
     0.583	   -11.010
     0.625	   -10.150
     0.667	   -10.200
     0.708	   -10.210
     0.750	    -9.500
     0.792	    -8.930
     0.833	    -8.660
     0.875	    -8.530
     0.917	    -8.060
     0.958	    -7.214
     1.000	    -6.873
     1.042	    -7.060
     1.083	    -5.874
     1.125	    -6.205
     1.167	    -5.059
     1.208	    -4.010
     1.250	    -3.769
     1.292	    -3.373
     1.333	    -2.316
     1.375	    -0.670
     1.417	     0.241
     1.458	    -0.382
     1.500	     0.095
     1.542	    -0.355
     1.583	     0.508
     1.625	     1.127
     1.667	     1.629
     1.708	     2.147
     1.750	     2.402
     1.792	     2.613
     1.833	     3.834
     1.875	     2.839
     1.917	     2.523
     1.958	     4.572
     2.000	     6.046
     2.042	     6.340
     2.083	     6.940
     2.125	     7.873
     2.167	     8.480
     2.208	     9.100
     2.250	     9.170
     2.292	     9.540
     2.333	     9.420
     2.375	    10.040
     2.417	    10.420
     2.458	    11.150
     2.500	    11.660
     2.542	    11.570
     2.583	    11.660
     2.625	    11.370
     2.667	    10.720
     2.708	     9.740
     2.750	     7.951
     2.792	     5.906
     2.833	     4.682
     2.875	     5.642
     2.917	     5.030
     2.958	     4.199
     3.000	     4.020
     3.042	     2.974
     3.083	     2.190
     3.125	     1.738
     3.167	     1.444
     3.208	     1.510
     3.250	     1.836
     3.292	     1.841
     3.333	     2.303
     3.375	     2.813
     3.417	     3.025
     3.458	     4.143
     3.500	     3.698
     3.542	     3.919
     3.583	     4.157
     3.625	     4.123
     3.667	     4.123
     3.708	     4.079
     3.750	     3.619
     3.792	     3.303
     3.833	     3.323
     3.875	     3.287
     3.917	     3.142
     3.958	     3.132
     4.000	     3.237
     4.042	     3.511
     4.083	     3.728
     4.125	     4.103
     4.167	     4.732
     4.208	     5.003
     4.250	     5.623
     4.292	     5.790
     4.333	     6.404
     4.375	     7.182
     4.417	     7.872
     4.458	     7.908
     4.500	     7.903
     4.542	     8.650
     4.583	     8.710
     4.625	     9.910
     4.667	    10.810
     4.708	    11.140
     4.750	    11.170
     4.792	    11.100
     4.833	    10.990
     4.875	    10.770
     4.917	    10.330
     4.958	     9.520
     5.000	     9.180
     5.042	     8.590
     5.083	     7.464
     5.125	     6.388
     5.167	     5.049
     5.208	     3.881
     5.250	     2.849
     5.292	     2.318
     5.333	     2.172
     5.375	     2.165
     5.417	     2.081
     5.458	     2.140
     5.500	     2.153
     5.542	     2.473
     5.583	     2.366
     5.625	     1.980
     5.667	     1.179
     5.708	     0.746
     5.750	    -0.129
     5.792	    -0.537
     5.833	    -1.175
     5.875	    -1.674
     5.917	    -2.366
     5.958	    -2.780
     6.000	    -2.936
     6.042	    -3.227
     6.083	    -3.543
     6.125	    -3.786
     6.167	    -3.967
     6.208	    -4.254
     6.250	    -4.470
     6.292	    -4.477
     6.333	    -4.253
     6.375	    -3.843
     6.417	    -3.226
     6.458	    -2.666
     6.500	    -2.320
     6.542	    -2.578
     6.583	    -2.653
     6.625	    -3.075
     6.667	    -4.771
     6.708	    -4.932
     6.750	    -5.059
     6.792	    -5.383
     6.833	    -5.852
     6.875	    -6.340
     6.917	    -6.444
     6.958	    -6.647
     7.000	    -6.702
     7.042	    -6.611
     7.083	    -6.545
     7.125	    -6.577
     7.167	    -6.697
     7.208	    -6.920
     7.250	    -7.072
     7.292	    -7.101
     7.333	    -6.825
     7.375	    -6.269
     7.417	    -5.204
     7.458	    -4.212
     7.500	    -3.064
     7.542	    -1.903
     7.583	    -1.848
     7.625	    -1.812
     7.667	    -2.400
     7.708	    -3.211
     7.750	    -3.950
     7.792	    -4.746
     7.833	    -5.318
     7.875	    -5.900
     7.917	    -6.535
     7.958	    -6.927
     8.000	    -6.938
     8.042	    -7.026
     8.083	    -7.354
     8.125	    -7.664
     8.167	    -8.000
     8.208	    -8.070
     8.250	    -8.260
     8.292	    -8.330
     8.333	    -7.943
     8.375	    -7.506
     8.417	    -6.826
     8.458	    -6.793
     8.500	    -6.570
     8.542	    -6.318
     8.583	    -6.531
     8.625	    -7.162
     8.667	    -7.289
     8.708	    -6.992
     8.750	    -6.167
     8.792	    -5.698
     8.833	    -5.195
     8.875	    -3.653
     8.917	    -3.557
     8.958	    -3.191
     9.000	    -3.907
     9.042	    -3.219
     9.083	    -2.849
     9.125	    -2.944
     9.167	    -2.676
     9.208	    -2.494
     9.250	    -2.272
     9.292	    -1.840
     9.333	    -1.960
     9.375	    -1.570
     9.417	    -1.252
     9.458	    -0.948
     9.500	    -1.045
     9.542	    -0.965
     9.583	    -0.700
     9.625	    -0.855
     9.667	    -1.076
     9.708	    -1.836
     9.750	    -2.132
     9.792	    -2.339
     9.833	    -2.284
     9.875	    -2.320
     9.917	    -2.697
     9.958	    -3.096
    10.000	    -3.431
    10.042	    -3.442
    10.083	    -3.342
    10.125	    -4.145
    10.167	    -5.058
    10.208	    -5.213
    10.250	    -5.071
    10.292	    -5.426
    10.333	    -6.056
    10.375	    -6.444
    10.417	    -6.328
    10.458	    -5.941
    10.500	    -5.284
    10.542	    -5.013
    10.583	    -5.454
    10.625	    -5.665
    10.667	    -6.628
    10.708	    -7.250
    10.750	    -8.010
    10.792	    -8.650
    10.833	    -9.120
    10.875	    -9.590
    10.917	   -10.110
    10.958	   -10.510
    11.000	   -10.780
    11.042	   -10.940
    11.083	   -11.170
    11.125	   -11.440
    11.167	   -11.540
    11.208	   -11.600
    11.250	   -11.600
    11.292	   -11.230
    11.333	   -10.810
    11.375	   -10.330
    11.417	    -9.560
    11.458	    -8.080
    11.500	    -7.393
    11.542	    -6.535
    11.583	    -6.209
    11.625	    -6.328
    11.667	    -7.147
    11.708	    -7.802
    11.750	    -8.190
    11.792	    -8.480
    11.833	    -8.750
    11.875	    -8.990
    11.917	    -9.250
    11.958	    -9.310
    12.000	    -9.310
    12.042	    -9.220
    12.083	    -8.970
    12.125	    -8.710
    12.167	    -8.690
    12.208	    -8.800
    12.250	    -8.780
    12.292	    -8.720
    12.333	    -8.560
    12.375	    -8.030
    12.417	    -6.885
    12.458	    -5.605
    12.500	    -4.714
    12.542	    -4.138
    12.583	    -3.472
    12.625	    -3.753
    12.667	    -4.787
    12.708	    -5.576
    12.750	    -5.908
    12.792	    -5.861
    12.833	    -5.726
    12.875	    -5.907
    12.917	    -6.213
    12.958	    -6.668
    13.000	    -7.111
    13.042	    -7.355
    13.083	    -7.291
    13.125	    -7.494
    13.167	    -7.618
    13.208	    -7.573
    13.250	    -7.658
    13.292	    -7.957
    13.333	    -7.993
    13.375	    -7.108
    13.417	    -5.954
    13.458	    -5.190
    13.500	    -4.317
    13.542	    -3.048
    13.583	    -2.169
    13.625	    -2.016
    13.667	    -3.100
    13.708	    -4.378
    13.750	    -4.981
    13.792	    -5.488
    13.833	    -5.803
    13.875	    -5.781
    13.917	    -6.026
    13.958	    -6.445
    14.000	    -6.990
    14.042	    -7.504
    14.083	    -7.952
    14.125	    -7.913
    14.167	    -8.120
    14.208	    -8.220
    14.250	    -8.160
    14.292	    -7.936
    14.333	    -7.668
    14.375	    -6.489
    14.417	    -4.800
    14.458	    -2.985
    14.500	    -0.532
    14.542	     1.093
    14.583	     2.021
    14.625	     0.223
    14.667	    -0.917
    14.708	    -1.775
    14.750	    -2.140
    14.792	    -2.433
    14.833	    -2.389
